GeneSym	GeneID	GrantCount	WeightSum	CumulProbCounts	CumulProbWeightSum
FGF19	9965	45	18.238055	0.781336	0.895330
FGF2	2247	275	130.812239	0.986113	0.988657
FGF20	26281	95	10.362297	0.910349	0.740184
FGF21	26291	142	34.058640	0.951380	0.943602
FGF22	27006	9	0.610412	0.376630	0.043931
FGF23	8074	262	114.083654	0.984675	0.986314
FGF3	2248	57	7.137685	0.831468	0.509957
FGF4	2249	30	5.436966	0.676906	0.388531
FGF5	2250	221	7.570080	0.978467	0.540829
FGF6	2251	79	0.840894	0.885982	0.060387
FGF7	2252	152	38.776359	0.956744	0.950899
FGF8	2253	50	20.090045	0.804759	0.904146
FGF9	2254	61	15.340286	0.844040	0.881537
FGFBP1	9982	51	7.711842	0.808975	0.550950
FGFBP2	83888	18	0.006622	0.533185	0.000822
FGFBP3	143282	12	0.672414	0.432283	0.048358
FGFR1	2260	214	80.253055	0.977063	0.978420
FGFR1OP	11116	43	0.000000	0.771155	0.000349
FGFR1OP2	26127	38	0.995112	0.740700	0.071397
FGFR2	2263	369	96.742117	0.992411	0.983056
FGFR3	2261	200	68.558678	0.973869	0.973854
FGFR4	2264	220	26.278129	0.978272	0.928024
FGFRL1	53834	39	0.587352	0.746917	0.042285
FGG	2266	205	49.960527	0.975080	0.962659
FGGY	55277	22	0.628027	0.590082	0.045189
FGL1	2267	16	0.995112	0.503287	0.071397
FGL2	10875	29	1.762888	0.667393	0.126214
FGR	2268	58	17.979930	0.834996	0.894102
FH	2271	97	25.563524	0.912796	0.926593
FHAD1	114827	11	0.000000	0.414531	0.000349
FHDC1	85462	6	0.612649	0.319738	0.044091
FHII	79179	1	0.980592	0.030678	0.070361
FHIT	2272	128	26.554858	0.942265	0.928578
FHL1	2273	54	12.025310	0.820883	0.858918
FHL2	2274	83	23.812349	0.892807	0.921864
FHL3	2275	31	2.504306	0.686418	0.179149
FHL5	9457	34	1.221312	0.711184	0.087547
FHOD1	29109	34	10.425488	0.711184	0.744695
FHOD3	80206	26	1.849480	0.637242	0.132396
FIBCD1	84929	8	0.000000	0.357666	0.000349
FIBIN	387758	11	0.000078	0.414531	0.000355
FIBP	9158	36	0.672414	0.726527	0.048358
FICD	11153	11	1.096047	0.414531	0.078604
FIG4	9896	28	4.532087	0.657881	0.323926
FIGF	2277	66	25.875476	0.857838	0.927218
FIGLA	344018	14	3.822163	0.467785	0.273240
FIGN	55137	42	3.765200	0.765570	0.269173
FIGNL1	63979	55	0.000000	0.824411	0.000349
FIGNL2	401720	2	0.995112	0.090667	0.071397
FILIP1	27145	14	2.231895	0.467785	0.159700
FILIP1L	11259	54	6.277818	0.820883	0.448565
FIP1L1	81608	40	1.829264	0.753135	0.130953
FIQTL1	619503	5	0.133267	0.270637	0.009864
FIRRE	286467	9	2.533997	0.376630	0.181269
FIS1	51024	60	16.165683	0.841056	0.885466
FITM1	161247	6	1.980536	0.319738	0.141753
FITM2	128486	45	1.987158	0.781336	0.142226
FIZ1	84922	7	2.539144	0.338702	0.181636
FJX1	24147	4	1.000000	0.210647	0.071746
FKBP10	60681	39	9.601356	0.746917	0.685855
FKBP11	51303	15	0.838290	0.485536	0.060201
FKBP14	55033	25	0.988178	0.625452	0.070902
FKBP15	23307	11	0.000000	0.414531	0.000349
FKBP1A	2280	104	35.945714	0.920920	0.947380
FKBP1AP4	2285	4	0.000000	0.210647	0.000349
FKBP1B	2281	37	11.994419	0.734198	0.856712
FKBP2	2286	33	3.719157	0.703513	0.265885
FKBP3	2287	29	0.401803	0.667393	0.029037
FKBP4	2288	100	32.261955	0.916467	0.940004
FKBP5	2289	184	77.037791	0.969405	0.977318
FKBP6	8468	27	3.043276	0.648368	0.217630
FKBP7	51661	24	0.839178	0.613662	0.060264
FKBP8	23770	65	12.446177	0.855287	0.867761
FKBP9	11328	21	0.838290	0.576985	0.060201
FKBP9P1	360132	3	0.000000	0.150657	0.000349
FKBPL	63943	33	1.517961	0.703513	0.108727
FKRP	79147	17	1.005441	0.518585	0.072135
FKTN	2218	50	2.979135	0.804759	0.213050
FLAD1	80308	30	0.000000	0.676906	0.000349
FLCN	201163	78	28.997273	0.884058	0.933468
FLG	2312	53	20.112600	0.817354	0.904253
FLG-AS1	339400	16	0.000000	0.503287	0.000349
FLG2	388698	27	0.956860	0.648368	0.068666
FLI1	2313	180	26.158718	0.968115	0.927785
FLII	2314	44	6.789933	0.776245	0.485129
FLJ10038	55056	3	0.000000	0.150657	0.000349
FLJ11292	55338	3	0.000000	0.150657	0.000349
FLJ13224	79857	3	0.000000	0.150657	0.000349
FLJ13744	80078	3	0.000000	0.150657	0.000349
FLJ13773	246318	3	0.052668	0.150657	0.004110
FLJ16124	440867	3	0.000000	0.150657	0.000349
FLJ22184	80164	3	0.000000	0.150657	0.000349
FLJ22763	401081	19	0.060051	0.547785	0.004637
FLJ25758	497049	3	0.000000	0.150657	0.000349
FLJ26850	400710	3	0.000000	0.150657	0.000349
FLJ27255	401281	3	0.000000	0.150657	0.000349
FLJ30064	644975	3	0.000000	0.150657	0.000349
FLJ31104	441072	3	0.000000	0.150657	0.000349
FLJ31306	379025	3	0.000000	0.150657	0.000349
FLJ31356	403150	20	0.000000	0.562385	0.000349
FLJ31715	152048	3	0.000000	0.150657	0.000349
FLJ32790	642696	1	0.000580	0.030678	0.000391
FLJ33360	401172	56	0.004816	0.827939	0.000693
FLJ33534	285150	7	0.000000	0.338702	0.000349
FLJ34503	285759	3	0.000000	0.150657	0.000349
FLJ34521	646383	3	0.000000	0.150657	0.000349
FLJ35816	401114	3	0.000000	0.150657	0.000349
FLJ35934	400579	3	0.000000	0.150657	0.000349
FLJ36000	284124	3	0.000000	0.150657	0.000349
FLJ37201	283011	3	0.000000	0.150657	0.000349
FLJ37453	729614	3	0.000000	0.150657	0.000349
FLJ38668	644903	8	0.000000	0.357666	0.000349
FLJ39080	441355	4	0.000000	0.210647	0.000349
FLJ40194	124871	5	0.000000	0.270637	0.000349
FLJ41170	440200	3	0.000000	0.150657	0.000349
FLJ42220	400207	8	0.000000	0.357666	0.000349
FLJ42258	440049	3	0.000000	0.150657	0.000349
FLJ42393	401105	3	0.000000	0.150657	0.000349
FLJ43315	644316	3	0.000000	0.150657	0.000349
FLJ43585	400800	5	0.000000	0.270637	0.000349
FLJ44635	392490	3	0.000000	0.150657	0.000349
FLJ44715	386671	3	0.000000	0.150657	0.000349
FLJ44838	644767	3	0.000000	0.150657	0.000349
FLJ45508	643721	23	3.118981	0.601872	0.223035
FLJ45743	642484	2	0.000000	0.090667	0.000349
FLJ45872	401478	16	0.000000	0.503287	0.000349
FLJ46836	401554	3	0.000000	0.150657	0.000349
FLJ46906	441172	3	0.000000	0.150657	0.000349
FLJ90680	400926	4	0.000000	0.210647	0.000349
FLNA	2316	263	94.488390	0.984794	0.982477
FLNB	2317	83	11.633591	0.892807	0.830950
FLNC	2318	64	14.499008	0.852737	0.877533
FLOT1	10211	118	18.173245	0.934394	0.895022
FLOT2	2319	64	10.192967	0.852737	0.728094
FLRT1	23769	34	0.056318	0.711184	0.004370
FLRT2	23768	80	0.109751	0.887713	0.008185
FLRT3	23767	16	2.908833	0.503287	0.208031
FLT1	2321	254	114.238514	0.983678	0.986338
FLT1P1	391533	4	0.000000	0.210647	0.000349
FLT3	2322	194	78.747066	0.972304	0.977904
FLT3LG	2323	90	52.466880	0.903587	0.964403
FLT4	2324	61	26.225310	0.844040	0.927918
FLVCR1	28982	27	8.914169	0.648368	0.636792
FLVCR2	55640	12	1.050202	0.432283	0.075331
FLYWCH1	84256	22	0.000000	0.590082	0.000349
FLYWCH2	114984	13	0.000000	0.450034	0.000349
FMN1	342184	25	1.469521	0.625452	0.105269
FMN2	56776	57	0.236628	0.831468	0.017244
FMNL1	752	19	2.789901	0.547785	0.199539
FMNL2	114793	18	0.005757	0.533185	0.000761
FMNL3	91010	6	1.884711	0.319738	0.134912
FMO1	2326	47	8.207357	0.791516	0.586328
FMO2	2327	24	8.754030	0.613662	0.625359
FMO3	2328	80	18.467743	0.887713	0.896424
FMO4	2329	16	2.913209	0.503287	0.208343
FMO5	2330	15	5.804807	0.485536	0.414794
FMO6P	388714	19	1.875601	0.547785	0.134261
FMO9P	116123	3	0.000000	0.150657	0.000349
FMOD	2331	28	11.830542	0.657881	0.845012
FMR1	2332	212	126.040749	0.976639	0.988051
FMR1-AS1	100126270	5	2.999483	0.270637	0.214503
FMR1NB	158521	10	0.000000	0.395594	0.000349
FN1	2335	336	159.600371	0.990806	0.991443
FN3K	64122	15	3.000000	0.485536	0.214540
FN3KRP	79672	17	1.000000	0.518585	0.071746
FNBP1	23048	44	2.408164	0.776245	0.172285
FNBP1L	54874	47	1.665541	0.791516	0.119264
FNBP4	23360	13	0.006738	0.450034	0.000831
FNDC1	84624	15	6.187505	0.485536	0.442117
FNDC3A	22862	19	0.000000	0.547785	0.000349
FNDC3B	64778	147	0.984076	0.954165	0.070609
FNDC4	64838	103	1.328839	0.919810	0.095224
FNDC5	252995	28	16.851151	0.657881	0.888729
FNDC7	163479	3	0.000000	0.150657	0.000349
FNDC8	54752	3	0.000000	0.150657	0.000349
FNDC9	408263	3	0.000000	0.150657	0.000349
FNIP1	96459	25	4.355895	0.625452	0.311346
FNIP2	57600	10	1.762595	0.395594	0.126193
FNTA	2339	33	10.246265	0.703513	0.731900
FNTAP1	283226	3	0.436896	0.150657	0.031542
FNTAP2	2341	3	0.436896	0.150657	0.031542
FNTB	2342	65	11.080086	0.855287	0.791432
FOCAD	54914	16	2.471121	0.503287	0.176780
FOLH1	2346	209	30.930427	0.975986	0.937338
FOLH1B	219595	5	1.170348	0.270637	0.083908
FOLR1	2348	108	30.455045	0.925098	0.936387
FOLR1P1	390221	2	1.961184	0.090667	0.140372
FOLR2	2350	46	15.154770	0.786426	0.880654
FOLR3	2352	23	2.280184	0.601872	0.163147
FOLR4	390243	2	1.667526	0.090667	0.119405
FOPNL	123811	20	0.924629	0.562385	0.066365
FOS	2353	262	71.336915	0.984675	0.975175
FOSB	2354	49	9.536969	0.800544	0.681258
FOSL1	8061	108	15.093542	0.925098	0.880363
FOSL2	2355	68	1.240171	0.862938	0.088894
FOXA1	3169	134	35.693688	0.946404	0.946875
FOXA2	3170	108	27.888586	0.925098	0.931248
FOXA3	3171	38	15.054641	0.740700	0.880178
FOXB1	27023	8	0.000000	0.357666	0.000349
FOXC1	2296	63	17.439798	0.850008	0.891531
FOXC2	2303	71	17.211340	0.869777	0.890443
FOXD1	2297	5	3.831585	0.270637	0.273912
FOXD2	2306	7	0.046778	0.338702	0.003689
FOXD2-AS1	84793	3	0.000000	0.150657	0.000349
FOXD3	27022	20	8.821300	0.562385	0.630162
FOXD4	2298	13	0.022309	0.450034	0.001942
FOXD4L1	200350	5	0.022309	0.270637	0.001942
FOXD4L3	286380	5	0.022309	0.270637	0.001942
FOXD4L4	349334	2	0.022309	0.090667	0.001942
FOXD4L6	653404	12	0.000000	0.432283	0.000349
FOXE1	2304	77	5.961362	0.882133	0.425971
FOXE3	2301	9	4.709933	0.376630	0.336623
FOXF1	2294	42	10.858207	0.765570	0.775590
FOXF2	2295	24	0.850460	0.613662	0.061070
FOXG1	2290	76	11.646184	0.880209	0.831849
FOXH1	8928	50	10.492051	0.804759	0.749448
FOXI1	2299	17	1.862263	0.518585	0.133309
FOXI2	399823	3	0.000000	0.150657	0.000349
FOXJ1	2302	17	4.032946	0.518585	0.288289
FOXJ2	55810	35	0.075704	0.718856	0.005755
FOXJ3	22887	28	3.490151	0.657881	0.249535
FOXK1	221937	25	3.492624	0.625452	0.249712
FOXK2	3607	17	2.601391	0.518585	0.186080
FOXL1	2300	77	3.706311	0.882133	0.264968
FOXL2	668	61	17.912077	0.844040	0.893779
FOXM1	2305	145	63.421030	0.953053	0.971413
FOXN1	8456	18	6.549497	0.533185	0.467962
FOXN2	3344	15	0.493837	0.485536	0.035608
FOXN3	1112	54	9.601562	0.820883	0.685870
FOXN3-AS1	400236	3	0.000000	0.150657	0.000349
FOXN3-AS2	29018	10	0.000000	0.395594	0.000349
FOXN4	121643	8	4.919710	0.357666	0.351601
FOXO1	2308	269	139.613481	0.985474	0.989633
FOXO3	2309	308	119.991637	0.988999	0.987243
FOXO3B	2310	4	0.000000	0.210647	0.000349
FOXO4	4303	49	16.242742	0.800544	0.885833
FOXO6	100132074	11	1.905190	0.414531	0.136374
FOXP1	27086	196	24.244383	0.972834	0.923920
FOXP2	93986	70	26.887932	0.867573	0.929245
FOXP3	50943	266	153.992534	0.985138	0.990984
FOXP4	116113	26	2.743143	0.637242	0.196201
FOXQ1	94234	44	3.329608	0.776245	0.238073
FOXR1	283150	15	0.000000	0.485536	0.000349
FOXR2	139628	15	0.000000	0.485536	0.000349
FOXRED1	55572	31	0.016309	0.686418	0.001514
FOXRED2	80020	6	0.000000	0.319738	0.000349
FOXS1	2307	11	0.000000	0.414531	0.000349
FPGS	2356	77	19.518566	0.882133	0.901426
FPGT	8790	15	0.924598	0.485536	0.066363
FPGT-TNNI3K	100526835	124	0.831270	0.939266	0.059699
FPR1	2357	93	51.236664	0.907654	0.963547
FPR2	2358	53	24.233257	0.817354	0.923867
FPR3	2359	21	1.781671	0.576985	0.127555
FRA10AC1	118924	33	0.000000	0.703513	0.000349
FRA11F	2443	1	0.838290	0.030678	0.060201
FRA16D	2463	1	0.980592	0.030678	0.070361
FRA1H	2367	2	1.377870	0.090667	0.098725
FRA6E	2405	1	0.170535	0.030678	0.012525
FRA9E	2429	4	0.936504	0.210647	0.067213
FRAS1	80144	31	0.295441	0.686418	0.021443
FRAT1	10023	32	2.488778	0.695842	0.178040
FRAT2	23401	18	2.820751	0.533185	0.201742
FRAXB	2478	1	0.204431	0.030678	0.014945
FREM1	158326	30	7.405177	0.676906	0.529055
FREM2	341640	13	0.143360	0.450034	0.010585
FRG1	2483	25	2.860809	0.625452	0.204602
FRG1B	284802	8	0.000000	0.357666	0.000349
FRG2	448831	12	7.416867	0.432283	0.529890
FRK	2444	153	3.006247	0.957240	0.214986
FRMD1	79981	4	0.786558	0.210647	0.056507
FRMD3	257019	22	4.933515	0.590082	0.352586
FRMD4A	55691	31	0.000927	0.686418	0.000416
FRMD4B	23150	34	6.738854	0.711184	0.481482
FRMD5	84978	85	0.028685	0.896088	0.002397
FRMD6	122786	40	0.291299	0.753135	0.021147
FRMD6-AS2	100874185	12	0.147484	0.432283	0.010879
FRMD7	90167	22	1.805063	0.590082	0.129225
FRMD8	83786	16	0.000000	0.503287	0.000349
FRMD8P1	83957	3	0.000000	0.150657	0.000349
FRMPD1	22844	15	4.544987	0.485536	0.324847
FRMPD2	143162	20	0.000000	0.562385	0.000349
FRMPD2B	728798	3	0.000000	0.150657	0.000349
FRMPD3	84443	4	0.000000	0.210647	0.000349
FRMPD4	9758	7	0.000000	0.338702	0.000349
FRRS1	391059	4	0.000000	0.210647	0.000349
FRRS1L	23732	1	0.786558	0.030678	0.056507
FRS2	10818	162	11.872356	0.961352	0.847997
FRS3	10817	28	2.555981	0.657881	0.182838
FRY	10129	41	5.086712	0.759352	0.363524
FRY-AS1	100507099	3	0.000000	0.150657	0.000349
FRYL	285527	9	1.671270	0.376630	0.119673
FRZB	2487	50	9.694999	0.804759	0.692541
FSBP	100861412	19	0.000000	0.547785	0.000349
FSCB	84075	14	0.000000	0.467785	0.000349
FSCN1	6624	75	15.822182	0.878284	0.883831
FSCN2	25794	12	1.199536	0.432283	0.085992
FSCN3	29999	13	0.956860	0.450034	0.068666
FSD1	79187	6	1.461694	0.319738	0.104710
FSD1L	83856	23	0.000001	0.601872	0.000350
FSD2	123722	14	0.779349	0.467785	0.055992
FSHB	2488	78	19.057220	0.884058	0.899230
FSHMD1A	2489	3	2.730822	0.150657	0.195321
FSHMD1B	2490	1	0.000000	0.030678	0.000349
FSHR	2492	145	26.703625	0.953053	0.928876
FSIP1	161835	12	0.847604	0.432283	0.060866
FSIP2	401024	20	0.527940	0.562385	0.038043
FST	10468	106	32.225157	0.923077	0.939931
FSTL1	11167	43	5.935744	0.771155	0.424142
FSTL3	10272	21	6.513962	0.576985	0.465425
FSTL4	23105	25	0.000000	0.625452	0.000349
FSTL5	56884	22	0.000000	0.590082	0.000349
FTCD	10841	34	0.025176	0.711184	0.002147
FTCDNL1	348751	8	0.000000	0.357666	0.000349
FTH1	2495	141	21.488168	0.950777	0.910801
FTH1P1	2496	1	0.242675	0.030678	0.017676
FTH1P10	2502	3	2.051984	0.150657	0.146855
FTH1P11	2503	1	0.242675	0.030678	0.017676
FTH1P12	2504	1	0.242675	0.030678	0.017676
FTH1P13	646362	3	2.051984	0.150657	0.146855
FTH1P15	2507	1	0.242675	0.030678	0.017676
FTH1P16	2508	1	0.242675	0.030678	0.017676
FTH1P19	389844	4	0.000000	0.210647	0.000349
FTH1P2	2497	1	0.242675	0.030678	0.017676
FTH1P21	2510	1	0.242675	0.030678	0.017676
FTH1P3	2498	4	0.242675	0.210647	0.017676
FTH1P4	2499	1	0.242675	0.030678	0.017676
FTH1P5	2509	1	0.242675	0.030678	0.017676
FTH1P7	2500	1	0.242675	0.030678	0.017676
FTH1P8	2501	1	0.242675	0.030678	0.017676
FTHL17	53940	10	0.000000	0.395594	0.000349
FTL	2512	78	23.848480	0.884058	0.922036
FTLP17	642337	4	0.000000	0.210647	0.000349
FTLP3	284764	5	3.814872	0.270637	0.272719
FTMT	94033	38	7.431296	0.740700	0.530920
FTO	79068	700	94.627657	0.998064	0.982512
FTO-IT1	100505692	1	0.000000	0.030678	0.000349
FTSJ1	24140	19	0.000000	0.547785	0.000349
FTSJ2	29960	35	0.436896	0.718856	0.031542
FTSJ3	117246	29	0.000000	0.667393	0.000349
FTX	100302692	3	0.000000	0.150657	0.000349
FUBP1	8880	83	16.487684	0.892807	0.886999
FUBP3	8939	177	0.003468	0.967103	0.000597
FUCA1	2517	60	11.860752	0.841056	0.847169
FUCA1P1	2518	1	0.995112	0.030678	0.071397
FUCA2	2519	20	0.000000	0.562385	0.000349
FUK	197258	14	0.000000	0.467785	0.000349
FUNDC1	139341	30	0.672490	0.676906	0.048363
FUNDC2	65991	13	0.000129	0.450034	0.000359
FUNDC2P2	388965	3	0.000000	0.150657	0.000349
FUOM	282969	23	0.000000	0.601872	0.000349
FURIN	5045	249	47.585303	0.983010	0.960627
FUS	2521	170	73.634581	0.964574	0.976152
FUSE	2522	4	0.310686	0.210647	0.022531
FUT1	2523	95	4.870530	0.910349	0.348090
FUT10	84750	5	0.924598	0.270637	0.066363
FUT11	170384	8	0.000000	0.357666	0.000349
FUT2	2524	201	17.067874	0.974111	0.889760
FUT3	2525	35	11.392495	0.718856	0.813737
FUT4	2526	26	12.789337	0.637242	0.869395
FUT5	2527	10	4.491027	0.395594	0.320994
FUT6	2528	16	3.506953	0.503287	0.250735
FUT7	2529	15	1.203016	0.485536	0.086241
FUT8	2530	73	6.474069	0.874184	0.462577
FUT8-AS1	645431	3	0.000000	0.150657	0.000349
FUT9	10690	17	2.666382	0.518585	0.190720
FUZ	80199	7	0.000000	0.338702	0.000349
FXN	2395	76	38.264220	0.880209	0.950334
FXR1	8087	49	8.654669	0.800544	0.618265
FXR2	9513	72	8.649165	0.871980	0.617872
FXYD1	5348	42	19.856903	0.765570	0.903036
FXYD2	486	24	5.644007	0.613662	0.403313
FXYD3	5349	22	4.412511	0.590082	0.315388
FXYD4	53828	16	3.948662	0.503287	0.282271
FXYD5	53827	19	3.075352	0.547785	0.219920
FXYD6	53826	17	1.517381	0.518585	0.108686
FXYD6-FXYD2	100533181	2	0.000000	0.090667	0.000349
FXYD7	53822	25	1.900138	0.625452	0.136013
FYB	2533	27	10.327699	0.648368	0.737714
FYCO1	79443	30	2.360046	0.676906	0.168849
FYN	2534	345	126.137164	0.991290	0.988063
FYTTD1	84248	9	0.000000	0.376630	0.000349
FZD1	8321	61	11.136421	0.844040	0.795454
FZD10	11211	36	2.638113	0.726527	0.188702
FZD2	2535	37	5.850830	0.734198	0.418080
FZD3	7976	16	5.600368	0.503287	0.400198
FZD4	8322	58	8.641657	0.834996	0.617336
FZD5	7855	20	1.470740	0.562385	0.105356
FZD6	8323	35	2.724010	0.718856	0.194835
FZD7	8324	62	8.981453	0.847024	0.641596
FZD8	8325	30	6.887778	0.676906	0.492114
FZD9	8326	21	5.626056	0.576985	0.402032
FZR1	51343	128	39.856606	0.942265	0.952092
G0S2	50486	20	4.275344	0.562385	0.305595
G2E3	55632	24	1.703961	0.613662	0.122007
G3BP1	10146	98	7.461432	0.914020	0.533072
G3BP2	9908	64	0.354055	0.852737	0.025628
G6PC	2538	17	6.514760	0.518585	0.465482
G6PC2	57818	136	22.167537	0.947715	0.914035
G6PC3	92579	18	4.281970	0.533185	0.306068
G6PD	2539	164	39.645731	0.962196	0.951859
G6PR	2541	1	1.000000	0.030678	0.071746
GAA	2548	61	13.830574	0.844040	0.874351
GAB1	2549	77	22.590275	0.882133	0.916047
GAB2	9846	197	27.695146	0.973093	0.930861
GAB3	139716	26	2.757396	0.637242	0.197219
GABARAP	11337	31	12.841036	0.686418	0.869641
GABARAPL1	23710	41	6.789330	0.759352	0.485086
GABARAPL2	11345	58	7.870585	0.834996	0.562284
GABBR1	2550	103	27.591634	0.919810	0.930654
GABBR2	9568	72	9.029079	0.871980	0.644996
GABPA	2551	39	14.856682	0.746917	0.879235
GABPAP	8327	32	1.709163	0.695842	0.122378
GABPB1	2553	41	11.706243	0.759352	0.836137
GABPB1-AS1	100129387	3	0.000000	0.150657	0.000349
GABPB2	126626	11	0.731087	0.414531	0.052547
GABRA1	2554	83	31.665138	0.892807	0.938809
GABRA2	2555	156	62.077600	0.958661	0.970774
GABRA3	2556	41	6.272169	0.759352	0.448162
GABRA4	2557	71	17.762607	0.869777	0.893067
GABRA5	2558	51	9.825823	0.808975	0.701881
GABRA6	2559	44	9.907646	0.776245	0.707723
GABRB1	2560	78	11.898716	0.884058	0.849879
GABRB2	2561	82	24.416092	0.891109	0.924296
GABRB3	2562	99	24.768704	0.915243	0.925002
GABRD	2563	40	6.304060	0.753135	0.450439
GABRE	2564	33	10.706167	0.703513	0.764735
GABRG1	2565	44	11.494790	0.776245	0.821040
GABRG2	2566	75	29.157891	0.878284	0.933790
GABRG3	2567	60	8.094976	0.841056	0.578305
GABRP	2568	40	3.395943	0.753135	0.242809
GABRQ	55879	32	2.131096	0.695842	0.152503
GABRR1	2569	41	17.183980	0.759352	0.890313
GABRR2	2570	27	2.392480	0.648368	0.171165
GACAT2	100287082	1	0.000000	0.030678	0.000349
GAD1	2571	127	40.773130	0.941552	0.953104
GAD2	2572	122	30.721955	0.937714	0.936921
GADD45A	1647	83	22.259463	0.892807	0.914472
GADD45B	4616	59	17.955056	0.838072	0.893983
GADD45G	10912	70	13.398345	0.867573	0.872294
GADD45GIP1	90480	31	1.477692	0.686418	0.105852
GADL1	339896	12	0.000000	0.432283	0.000349
GAEC1	100126794	1	0.242675	0.030678	0.017676
GAGE1	2543	16	1.947442	0.503287	0.139391
GAGE10	102724473	7	0.000000	0.338702	0.000349
GAGE12B	729428	8	0.000000	0.357666	0.000349
GAGE12C	729422	5	0.000000	0.270637	0.000349
GAGE12D	100132399	5	0.000000	0.270637	0.000349
GAGE12E	729431	5	0.000000	0.270637	0.000349
GAGE12G	645073	3	0.000000	0.150657	0.000349
GAGE12H	729442	4	0.000000	0.210647	0.000349
GAGE12I	26748	23	0.612641	0.601872	0.044090
GAGE12J	729396	7	0.000000	0.338702	0.000349
GAGE13	645051	7	0.000000	0.338702	0.000349
GAGE2A	729447	16	1.881458	0.503287	0.134680
GAGE2B	645037	15	0.000000	0.485536	0.000349
GAGE2C	2574	19	2.494099	0.547785	0.178420
GAGE2D	729408	8	0.000000	0.357666	0.000349
GAGE2E	26749	22	0.612641	0.590082	0.044090
GAGE3	2575	3	0.612641	0.150657	0.044090
GAGE4	2576	13	0.612641	0.450034	0.044090
GAGE5	2577	22	0.612641	0.590082	0.044090
GAGE6	2578	3	0.612641	0.150657	0.044090
GAGE7	2579	17	0.612641	0.518585	0.044090
GAGE8	100101629	22	0.612641	0.590082	0.044090
GAK	2580	74	4.935310	0.876359	0.352715
GAL	51083	89	12.632612	0.902134	0.868649
GAL3ST1	9514	11	0.924598	0.414531	0.066363
GAL3ST2	64090	21	1.860497	0.576985	0.133183
GAL3ST3	89792	26	2.860497	0.637242	0.204580
GAL3ST4	79690	19	1.767150	0.547785	0.126518
GALC	2581	99	10.999337	0.915243	0.785666
GALE	2582	19	1.980592	0.547785	0.141757
GALK1	2584	34	3.785390	0.711184	0.270614
GALK2	2585	11	0.924598	0.414531	0.066363
GALM	130589	18	1.811383	0.533185	0.129676
GALNS	2588	23	5.175126	0.601872	0.369837
GALNT1	2589	55	8.617663	0.824411	0.615623
GALNT10	55568	206	10.150692	0.975307	0.725076
GALNT11	63917	18	4.967983	0.533185	0.355047
GALNT12	79695	20	1.954678	0.562385	0.139907
GALNT13	114805	42	6.990005	0.765570	0.499413
GALNT14	79623	114	2.361455	0.930867	0.168950
GALNT15	117248	3	0.000000	0.150657	0.000349
GALNT16	57452	13	1.743419	0.450034	0.124824
GALNT18	374378	36	2.527999	0.726527	0.180840
GALNT2	2590	156	9.163767	0.958661	0.654613
GALNT3	2591	73	5.673702	0.874184	0.405433
GALNT4	8693	25	0.574201	0.625452	0.041346
GALNT5	11227	3	0.000000	0.150657	0.000349
GALNT6	11226	13	0.574201	0.450034	0.041346
GALNT7	51809	16	1.982647	0.503287	0.141904
GALNT8	26290	4	0.612641	0.210647	0.044090
GALNT9	50614	4	0.000000	0.210647	0.000349
GALNTL5	168391	11	0.000000	0.414531	0.000349
GALNTL6	442117	11	0.000000	0.414531	0.000349
GALP	85569	12	2.831063	0.432283	0.202478
GALR1	2587	42	16.303933	0.765570	0.886124
GALR2	8811	22	5.931231	0.590082	0.423820
GALR3	8484	4	0.549479	0.210647	0.039580
GALT	2592	57	11.813578	0.831468	0.843801
GAMT	2593	16	0.000000	0.503287	0.000349
GAN	8139	44	7.154839	0.776245	0.511182
GANAB	23193	84	4.873168	0.894505	0.348278
GANC	2595	33	6.015449	0.703513	0.429833
GAP43	2596	31	13.179870	0.686418	0.871254
GAPDH	2597	223	57.343345	0.978838	0.967797
GAPDHP62	100128961	3	0.000000	0.150657	0.000349
GAPDHS	26330	32	1.332658	0.695842	0.095497
GAPT	202309	10	0.000000	0.395594	0.000349
GAPVD1	26130	26	0.493829	0.637242	0.035607
GAR1	54433	54	8.695006	0.820883	0.621145
GAREM	64762	26	0.000000	0.637242	0.000349
GAREML	150946	5	0.000000	0.270637	0.000349
GARNL3	84253	11	0.102595	0.414531	0.007674
GARS	2617	62	15.676384	0.847024	0.883137
GART	2618	100	12.531801	0.916467	0.868169
GAS1	2619	39	4.046517	0.746917	0.289258
GAS2	2620	18	0.906174	0.533185	0.065047
GAS2L1	10634	19	0.158793	0.547785	0.011687
GAS2L1P2	340508	3	0.000000	0.150657	0.000349
GAS2L2	246176	1	0.000000	0.030678	0.000349
GAS2L3	283431	21	1.881458	0.576985	0.134680
GAS5	60674	10	1.547882	0.395594	0.110863
GAS6	2621	53	15.851053	0.817354	0.883968
GAS6-AS1	650669	3	0.000000	0.150657	0.000349
GAS7	8522	74	4.700881	0.876359	0.335977
GAS8	2622	28	3.115909	0.657881	0.222815
GAST	2520	43	18.422989	0.771155	0.896211
GATA1	2623	148	57.720912	0.954692	0.968059
GATA2	2624	177	44.379928	0.967103	0.957087
GATA3	2625	222	65.660070	0.978652	0.972477
GATA3-AS1	399717	27	2.623483	0.648368	0.187658
GATA4	2626	118	36.454148	0.934394	0.948335
GATA5	140628	36	11.093920	0.726527	0.792419
GATA6	2627	95	32.787320	0.910349	0.941056
